X,Y,GT,K,TH,U,CT,U_K,TH_K,U_TH,MDT,B02,B03,B04,B06,B07,TARGET
639101.18,7981114.58,0.053025,0.84,10.89,3.15,5.76,3.57,11.4,0.3,1386.34,9845.0,9693.0,10868.0,15885.0,13632.0,5
636601.1800000003,7971427.059999999,0.018472,2.74,18.96,6.76,14.16,2.88,7.36,0.38,1313.98,8625.0,8069.0,7785.0,11876.0,8941.0,2
636601.1800000003,7979989.580000001,0.007223999999999999,0.56,5.34,2.22,4.73,4.95,16.53,0.32,1467.72,8930.0,8707.0,9197.0,16508.0,11872.0,3
638101.18,7976864.570000001,0.044884,0.9,11.45,3.52,6.8,3.35,10.07,0.34,1386.28,9345.0,9232.0,9472.0,16426.0,12869.0,3
636413.6800000003,7979927.08,0.008524,0.42,9.39,2.49,5.75,5.48,22.57,0.28,1467.64,8861.0,8490.0,9010.0,16968.0,12545.0,3
639226.1800000003,7978364.58,0.026708,0.10203459449991208,1.48,1.43,1.77,17.27,41.82,0.41,1414.9000000000005,9545.0,8882.0,8998.0,15222.0,12610.0,6
636851.1800000003,7979489.58,0.01267,0.58,3.54,1.52,2.46,3.89,11.13,0.36,1453.43,9380.0,8970.0,9295.0,17448.0,14566.0,3
639976.19,7981552.08,0.024387,0.23,2.71,1.17,2.21,8.61,22.38,0.41,1365.62,9766.0,9718.0,10184.0,18950.0,14875.0,5
639476.1800000003,7982989.580000001,0.032895999999999995,1.1,11.0,3.1,6.42,2.51,8.76,0.29,1367.68,9535.0,9237.0,9779.0,17858.0,14258.0,5
636413.6800000003,7972614.570000001,0.039619999999999995,2.48,10.37,6.57,10.8,2.6,5.46,0.47,1354.4000000000005,8709.0,8520.0,8867.0,13505.0,10395.0,2
638601.1800000003,7982802.079999999,0.016004,1.33,8.74,1.97,5.45,2.13,6.64,0.32,1420.12,9475.0,9331.0,9943.0,18360.0,14201.0,6
636538.68,7974927.070000001,0.033171,0.79,4.45,3.35,5.08,6.47,8.42,0.72,1346.56,8788.0,8319.0,8520.0,16009.0,11734.0,4
637913.6800000003,7975052.07,0.18128,1.6,11.55,5.16,9.02,4.69,7.66,0.56,1374.16,8695.0,8136.0,8264.0,14802.0,11064.0,2
635351.1800000003,7970177.06,0.046424,2.05,17.21,5.94,12.85,3.04,9.92,0.31,1255.78,9277.0,8942.0,9164.0,17431.0,12766.0,2
636726.1800000003,7977802.0699999975,0.097971,0.15,6.34,3.39,4.07,15.41,25.82,0.67,1391.85,9203.0,8817.0,8957.0,17500.0,14211.0,4
638476.1800000003,7978739.58,0.008951,0.36,1.84,1.08,1.54,6.56,9.01,0.75,1428.64,8446.0,7615.0,7230.0,10680.0,8652.0,6
638726.1800000003,7981239.58,0.044794,0.63,4.17,2.54,4.08,2.91,8.61,0.36,1418.93,8912.0,8560.0,8577.0,17254.0,12960.0,5
637663.6800000003,7975989.57,0.072425,1.4,16.59,5.42,10.07,3.38,11.85,0.28,1353.79,9089.0,8705.0,9255.0,16100.0,12276.0,2
637351.1800000003,7973614.57,0.052213,0.10203459449991208,5.02,4.21,5.44,13.19,21.14,0.58,1389.96,8914.0,8494.0,8565.0,15576.0,11894.0,4
636851.1800000003,7978864.579999999,0.026248,0.28,1.91,1.55,2.1,5.3,7.13,0.69,1398.2,8953.0,8374.0,8459.0,15834.0,12169.0,3
638413.6800000003,7976364.57,0.010303,0.27,3.48,1.91,3.14,5.86,13.91,0.42,1419.09,11017.0,10439.0,11469.0,20554.0,17562.0,3
639226.1800000003,7981864.58,0.021578,0.89,6.22,2.43,4.73,3.04,7.97,0.37,1399.67,12186.0,14232.0,16717.0,21503.0,19433.0,5
635163.6800000003,7971989.57,0.030849,2.7,8.75,4.31,9.28,1.72,3.76,0.45,1331.37,8597.0,8215.0,8165.0,13497.0,9889.0,5
638476.1800000003,7971489.559999999,0.048438,0.94,1.47,2.4,3.56,4.34,5.18,0.82,1356.83,9309.0,8771.0,8830.0,15930.0,12767.0,4
636601.1800000003,7970739.559999999,0.058204999999999986,0.98,21.39,7.9,12.68,5.18,14.37,0.39,1266.1500000000005,8337.0,7991.0,7252.0,11170.0,8112.0,1
638038.68,7978552.08,0.023556999999999998,0.41,3.68,1.86,3.67,6.8,11.66,0.61,1377.02,9494.0,9005.0,9219.0,17355.0,13955.0,3
638851.1800000003,7981864.58,0.0167,1.95,7.79,2.02,5.43,1.62,5.04,0.34,1427.44,10331.0,10797.0,12069.0,21687.0,16341.0,6
639851.1800000003,7980927.079999999,0.045242000000000004,0.34,1.85,1.46,2.09,5.46,12.48,0.48,1381.4000000000005,9133.0,8602.0,8703.0,17152.0,13951.0,6
635101.18,7969802.059999999,0.08884700000000001,1.45,17.95,6.62,11.96,3.5,9.93,0.36,1242.49,8290.0,7981.0,7168.0,11420.0,7979.0,4
638413.6800000003,7982552.08,0.005803,0.48,3.29,1.32,3.17,2.74,6.4,0.45,1424.6500000000005,8862.0,8238.0,8180.0,14374.0,11732.0,4
637726.1800000003,7977552.0699999975,0.078664,1.25,20.37,4.57,10.91,3.8,17.56,0.21,1364.96,9846.0,9773.0,9982.0,16681.0,13487.0,2
637038.68,7978677.08,0.033668000000000003,0.74,6.31,2.5,4.24,6.23,11.26,0.56,1390.2,9006.0,8532.0,8702.0,16190.0,12144.0,3
637913.6800000003,7973989.57,0.037193000000000004,2.35,20.89,3.77,11.04,1.63,7.5,0.25,1413.99,9518.0,9229.0,9594.0,16942.0,12670.0,4
635976.1800000003,7979302.08,0.023995,0.6,4.49,1.5,2.53,6.23,13.52,0.51,1439.9000000000005,9317.0,8996.0,9444.0,16946.0,13638.0,4
639976.19,7980739.58,0.032421,0.29,2.03,0.98,1.92,6.31,14.43,0.47,1387.05,9409.0,9110.0,9225.0,17858.0,14821.0,6
639163.6800000003,7978114.570000001,0.013057,0.13,7.71,2.73,4.36,16.64,68.44,0.21,1415.54,9631.0,9414.0,9848.0,17203.0,14473.0,6
636413.6800000003,7973677.07,0.035253,0.55,4.12,1.74,3.06,3.09,5.35,0.61,1377.98,8883.0,8393.0,8567.0,15505.0,11893.0,4
636851.1800000003,7975677.07,0.015206,1.8,5.3,5.31,7.48,4.68,8.12,0.6,1366.11,8696.0,8197.0,8124.0,13883.0,10511.0,4
639226.1800000003,7978989.580000001,0.033565,0.10203459449991208,0.9040604308985836,1.43,1.64,15.98,19.0,0.88,1402.4000000000005,9952.0,9219.0,9510.0,15987.0,13434.0,6
637851.1800000003,7980864.579999999,0.020572,0.32,2.82,1.62,2.42,5.29,11.98,0.47,1433.48,10432.0,10483.0,11119.0,20998.0,17527.0,5
636663.6800000003,7980052.08,0.032297,0.48,6.48,2.32,4.85,5.42,19.27,0.3,1465.71,8979.0,8718.0,9318.0,17040.0,12329.0,3
636226.1800000003,7977927.070000001,0.025977999999999998,0.28,3.68,1.69,2.75,9.24,16.96,0.52,1423.48,8732.0,8335.0,8682.0,15950.0,12118.0,4
636976.1800000003,7974739.57,0.049223,0.44,3.31,2.94,2.99,8.22,9.75,0.81,1345.7,8704.0,8141.0,8214.0,15000.0,11042.0,4
634476.1800000003,7970864.559999998,0.088399,2.6,17.03,5.71,12.66,2.02,5.4,0.36,1358.03,8547.0,7693.0,7386.0,10119.0,8400.0,5
639101.18,7977864.570000001,0.006196,0.11,19.89,2.83,7.02,17.0,83.97,0.17,1418.8,8869.0,8859.0,9565.0,16402.0,12222.0,6
636038.68,7971114.559999999,0.027607999999999997,1.58,21.41,8.57,14.76,4.22,12.88,0.33,1271.87,8455.0,7988.0,7303.0,11054.0,7978.0,2
637351.1800000003,7976114.570000001,0.06425499999999999,1.38,20.71,5.63,11.92,3.58,16.02,0.22,1344.4000000000005,9425.0,9150.0,9424.0,17222.0,13227.0,2
638726.1800000003,7982177.080000001,0.0033350000000000003,0.46,3.86,1.18,3.22,1.93,6.0,0.32,1431.62,9260.0,8954.0,9286.0,17740.0,14159.0,6
637851.1800000003,7979552.08,0.009528,1.01,11.16,3.54,6.33,3.05,9.23,0.28,1398.64,10009.0,9731.0,10032.0,18054.0,14207.0,2
637163.6800000003,7979864.58,0.016201,0.52,15.04,2.57,5.97,6.73,36.39,0.25,1455.01,8979.0,8582.0,9104.0,17045.0,14277.0,3
636351.1800000003,7976364.57,0.054085,0.35,2.38,3.07,3.4,7.83,7.62,1.03,1329.5100000000002,9367.0,9511.0,10381.0,17994.0,14782.0,4
637913.6800000003,7977927.070000001,0.042983999999999994,0.23,3.75,2.85,4.85,7.38,14.14,0.54,1373.81,10016.0,9261.0,9449.0,17431.0,14157.0,3
638663.6800000003,7978489.58,0.010508,0.26,2.58,0.88,1.77,5.07,9.42,0.54,1419.5100000000002,9391.0,9369.0,9768.0,18722.0,14796.0,6
634663.6800000003,7971989.57,0.044703,0.59,5.97,2.74,4.65,3.15,5.71,0.57,1284.42,8661.0,8088.0,8078.0,13404.0,10395.0,6
635413.6800000003,7970489.559999999,0.043844,2.87,22.37,3.47,13.1,2.43,8.52,0.29,1283.02,9499.0,9183.0,9663.0,18619.0,13457.0,2
639163.6800000003,7973239.57,0.079887,0.23,3.79,1.49,2.6,6.53,11.72,0.58,1481.1199999999994,9238.0,8714.0,8756.0,15852.0,13259.0,5
638976.1800000003,7972364.57,0.021557,0.24,4.14,2.39,3.24,8.880000000000003,15.8,0.57,1363.24,9216.0,8973.0,9095.0,14112.0,11354.0,4
635351.1800000003,7970864.559999998,0.025894,2.42,14.71,5.86,12.38,2.11,7.35,0.29,1287.5,8723.0,8381.0,8208.0,14858.0,10797.0,2
636663.6800000003,7976739.57,0.09611499999999999,0.34,4.25,3.81,4.71,8.19,9.6,0.84,1325.87,8772.0,8418.0,9000.0,16201.0,12085.0,4
636413.6800000003,7970739.559999999,0.049694999999999996,0.68,28.28,9.009149999999991,15.12,6.66,20.37,0.31,1267.8,9711.0,9947.0,10961.0,20164.0,14278.0,1
637601.1800000003,7979489.58,0.012177,0.95,7.01,2.88,5.73,3.23,8.47,0.38,1400.07,9675.0,9333.0,9745.0,17734.0,14475.0,2
635851.1800000003,7980114.58,0.016753999999999998,0.39,7.84,2.57,6.38,7.65,35.45000000000001,0.28,1467.59,9226.0,9165.0,9897.0,18632.0,14131.0,3
639413.6800000003,7979927.08,0.017815,0.31,5.1,1.85,2.83,12.0,28.23,0.38,1400.02,8526.0,7885.0,7530.0,13132.0,9235.0,5
638288.6800000003,7980802.079999999,0.031548,0.47,4.76,1.5,2.76,5.0,11.73,0.42,1432.53,8936.0,7919.0,7732.0,12823.0,11026.0,5
635476.1800000003,7969614.559999998,0.090738,1.42,17.54,5.59,10.66,4.26,10.74,0.42,1267.88,8960.0,8611.0,8751.0,15954.0,11577.0,2
639288.6800000003,7974802.07,0.019332,0.24,1.41,2.75,2.29,10.05,6.77,1.56,1407.48,9762.0,9425.0,9683.0,21493.0,17436.0,4
637788.6800000003,7978739.58,0.009372,0.77,14.77,3.35,7.1,4.27,14.42,0.31,1373.98,10061.0,9815.0,10300.0,20347.0,15869.0,2
640038.69,7981177.080000001,0.10711300000000001,0.27,5.56,1.94,3.49,7.29,27.66,0.31,1373.27,9068.0,9066.0,9785.0,17586.0,12950.0,6
637601.1800000003,7982239.58,0.010273000000000001,0.74,3.54,1.56,3.05,2.75,5.73,0.48,1375.99,10118.0,9900.0,10257.0,19268.0,15986.0,5
635788.6800000003,7976614.570000001,0.066496,0.66,6.45,2.76,4.44,4.59,8.970000000000002,0.48,1323.04,9000.0,8725.0,8963.0,16293.0,12512.0,4
635538.68,7969177.06,0.298512,1.01,4.16,5.03,6.98,3.85,6.18,0.62,1290.42,8349.0,7875.0,7257.0,11630.0,8303.0,4
636351.1800000003,7977802.0699999975,0.031865,0.16,3.4,2.34,2.71,12.48,19.84,0.63,1409.91,9581.0,9235.0,9480.0,17013.0,13798.0,4
638038.68,7981177.080000001,0.012298,0.6,4.08,1.19,2.69,4.38,9.79,0.47,1430.96,9325.0,8851.0,8989.0,16366.0,13075.0,5
637601.1800000003,7981302.08,0.013201,0.33,3.66,1.41,3.0,4.05,9.22,0.42,1407.52,9712.0,9415.0,9617.0,16546.0,13283.0,5
636976.1800000003,7978802.079999999,0.028694,0.3,2.88,1.92,2.74,5.78,8.69,0.65,1395.6500000000005,8895.0,8394.0,8627.0,16957.0,12466.0,3
636288.6800000003,7977114.570000001,0.210472,0.11,3.25,2.62,2.83,11.79,10.84,1.02,1338.29,8629.0,8269.0,8208.0,14975.0,11040.0,4
637101.18,7973302.0699999975,0.029838999999999997,0.41,9.39,4.61,6.02,15.47,29.51,0.53,1383.74,8917.0,8786.0,9547.0,15888.0,12381.0,4
639726.1800000003,7980614.579999999,0.023458,0.23,2.6,1.54,2.08,7.27,14.95,0.49,1380.69,10673.0,9778.0,10123.0,17547.0,14873.0,6
638101.18,7982052.08,0.015602000000000001,0.53,1.24,1.78,2.03,3.63,4.73,0.75,1418.5100000000002,8768.0,8209.0,8078.0,13907.0,10838.0,4
635601.1800000003,7974114.570000001,0.042151999999999995,1.04,3.96,1.88,3.59,2.03,4.4,0.58,1377.47,8911.0,8260.0,8197.0,14065.0,11333.0,5
638038.68,7979677.080000001,0.010254000000000001,0.53,12.37,3.21,6.22,5.11,15.19,0.29,1414.5,8728.0,8332.0,8497.0,13733.0,11002.0,5
636038.68,7977114.570000001,0.130814,0.58,3.88,2.25,3.69,6.63,9.33,0.65,1362.25,9078.0,8685.0,8917.0,16099.0,12243.0,4
636538.68,7970427.059999999,0.164779,1.53,15.45,7.05,11.81,3.92,9.9,0.44,1256.82,8500.0,8075.0,7849.0,12585.0,9322.0,2
637351.1800000003,7978239.58,0.025478,0.83,12.17,4.92,8.74,4.08,15.52,0.27,1374.6500000000005,8935.0,8554.0,8980.0,17273.0,12589.0,2
638413.6800000003,7974552.0699999975,0.078525,1.83,10.52,5.36,8.94,2.87,7.72,0.34,1375.82,8143.0,7602.0,6805.0,9583.0,7177.0,2
637351.1800000003,7979239.58,0.016256,0.73,5.01,3.14,5.02,4.19,7.76,0.61,1408.78,9332.0,8848.0,9245.0,18583.0,15466.0,3
636601.1800000003,7973552.0699999975,0.019561000000000002,0.33,3.8,1.74,2.86,7.57,12.27,0.63,1369.88,9057.0,8621.0,8796.0,16553.0,12118.0,4
639726.1800000003,7980739.58,0.033221,0.17,3.29,1.23,2.06,6.32,12.51,0.51,1379.57,12654.0,11333.0,12155.0,21473.0,18237.0,6
637163.6800000003,7978989.580000001,0.016983,0.28,2.07,1.9,2.79,5.18,8.22,0.68,1413.25,9594.0,9183.0,9576.0,17320.0,14409.0,3
638101.18,7976927.070000001,0.049425,0.76,10.18,3.83,6.71,3.5,10.59,0.34,1383.81,9345.0,9269.0,9636.0,16766.0,13229.0,3
638976.1800000003,7980114.58,0.005546,0.43,5.53,1.69,3.47,7.58,15.61,0.43,1390.42,9255.0,9217.0,9474.0,18224.0,14270.0,5
638351.1800000003,7976489.5699999975,0.019175,0.43,3.37,1.77,3.26,5.03,11.07,0.45,1417.63,10516.0,10863.0,11707.0,19862.0,16903.0,3
635601.1800000003,7969864.559999999,0.096899,1.33,16.79,6.28,10.44,4.35,11.55,0.39,1239.89,8849.0,8459.0,8523.0,15713.0,11362.0,2
639851.19,7982739.58,0.022913,0.74,7.69,2.51,5.04,4.32,11.22,0.38,1359.1,8917.0,8571.0,9055.0,17036.0,12519.0,5
636976.1800000003,7978677.08,0.040226,0.49,5.12,2.41,3.74,6.55,10.87,0.6,1387.38,9019.0,8586.0,8739.0,16183.0,12058.0,3
635226.1800000003,7972052.07,0.056048,2.26,9.63,4.99,9.4,1.82,4.26,0.42,1326.55,8686.0,8261.0,8169.0,13184.0,10002.0,5
637226.1800000003,7971802.0699999975,0.021685,2.59,18.32,6.72,14.16,2.2,5.61,0.4,1329.24,8384.0,7724.0,7442.0,11435.0,8613.0,4
636601.1800000003,7970989.56,0.01296,1.05,21.84,8.42,13.86,4.89,14.09,0.36,1272.54,9802.0,10278.0,11420.0,21649.0,15983.0,1
636413.6800000003,7970864.559999998,0.029638,0.77,29.1,9.009149999999991,15.45,6.53,20.5,0.3,1275.38,9142.0,9181.0,9686.0,17232.0,12392.0,1
636538.68,7971489.559999999,0.018941,2.68,18.95,7.12,14.47,2.69,7.1,0.37,1331.94,9549.0,9156.0,9326.0,15868.0,12240.0,1
636913.6800000003,7976739.57,0.124777,1.19,10.54,3.43,7.81,4.7,12.14,0.46,1343.87,9009.0,8522.0,8557.0,13819.0,10718.0,2
638663.6800000003,7982802.079999999,0.014838999999999996,1.6,10.6,2.08,6.07,1.89,6.69,0.27,1420.25,9194.0,8711.0,9165.0,17784.0,13783.0,5
637038.68,7976927.070000001,0.08138300000000001,0.75,22.82,4.36,10.88,3.96,16.15,0.29,1349.94,9188.0,8760.0,8888.0,15371.0,12172.0,2
639226.1800000003,7978927.079999999,0.028211,0.10203459449991208,0.9040604308985836,1.46,1.5,15.77,17.84,0.89,1403.77,10088.0,9628.0,9982.0,16692.0,14052.0,6
637913.6800000003,7978864.579999999,0.020339,0.92,11.92,3.33,6.71,4.69,13.75,0.35,1373.31,9377.0,8983.0,9124.0,16161.0,12419.0,2
634726.1800000003,7971489.559999999,0.07696499999999999,3.26,9.75,4.54,10.5,1.34,3.11,0.43,1351.44,9126.0,9023.0,9529.0,14458.0,11411.0,5
636538.68,7971364.559999998,0.021247,2.23,20.65,8.09,14.81,3.17,8.67,0.36,1303.03,8191.0,7639.0,6887.0,10390.0,7574.0,1
635226.1800000003,7970989.56,0.026726,2.54,19.95,5.55,13.47,1.79,6.78,0.27,1317.35,8972.0,9106.0,9264.0,14360.0,11339.0,2
638038.68,7976802.07,0.047447,1.19,15.52,3.69,8.13,3.03,10.1,0.31,1382.31,8985.0,8830.0,8992.0,15007.0,11329.0,2
638538.68,7977239.57,0.061161,0.31,4.81,1.25,2.64,5.04,11.42,0.43,1386.52,8283.0,7920.0,7479.0,12248.0,8806.0,3
636788.6800000003,7979739.580000001,0.017557,0.5,7.83,2.39,4.53,4.43,18.58,0.27,1470.66,9133.0,8786.0,9276.0,17261.0,13928.0,3
637663.6800000003,7981677.080000001,0.024711,0.64,3.28,1.94,2.92,3.06,6.41,0.46,1398.05,9171.0,8893.0,9174.0,17664.0,13310.0,5
636413.6800000003,7970677.059999999,0.06803300000000001,0.72,27.16,9.009149999999991,14.65,6.49,19.44,0.33,1263.36,10173.0,10309.0,11285.0,21602.0,15460.0,1
639038.68,7978802.079999999,0.017196,0.10203459449991208,2.96,0.94,1.65,12.22,18.14,0.71,1406.89,9784.0,9070.0,9274.0,15894.0,13318.0,6
637288.6800000003,7976489.5699999975,0.034137,1.44,33.08,5.06,15.08,3.0,19.33,0.13,1363.1,8776.0,8151.0,7955.0,12876.0,10257.0,2
634538.68,7970989.56,0.09273200000000001,3.04,18.52,6.19,13.78,1.74,4.91,0.35,1372.12,9098.0,8603.0,8717.0,13915.0,10996.0,5
636788.6800000003,7972864.570000001,0.010006000000000001,0.28,8.77,4.68,7.48,4.52,9.04,0.5,1369.0,8622.0,8322.0,8490.0,14826.0,10850.0,4
637788.6800000003,7977302.0699999975,0.091625,1.79,24.12,4.47,12.04,3.33,16.27,0.2,1357.31,8699.0,8340.0,8460.0,13613.0,9991.0,2
635788.6800000003,7978552.08,0.06341799999999999,0.37,3.16,1.9,2.81,5.37,9.78,0.59,1392.17,8552.0,7969.0,8098.0,14781.0,12024.0,4
636913.6800000003,7972614.570000001,0.052079999999999994,3.5,10.49,6.53,10.97,2.66,4.98,0.54,1390.11,8574.0,8109.0,8030.0,12598.0,9466.0,4
638413.6800000003,7981114.58,0.052566999999999996,0.55,5.99,1.21,3.2,3.79,8.92,0.44,1436.32,9470.0,9049.0,9345.0,15838.0,14634.0,4
637413.6800000003,7976739.57,0.015274000000000001,1.95,34.07789999999976,4.75,18.02,2.82,20.76,0.12,1394.7600000000002,9140.0,8631.0,8614.0,14296.0,11272.0,2
638288.6800000003,7978052.07,0.019022,0.28,2.65,2.36,2.24,7.77,9.02,0.74,1384.61,9994.0,9219.0,9626.0,18597.0,15027.0,3
