X_SIR,Y_SIR,GT,K,TH,U,CT,U_K,TH_K,U_TH,MDT,B01,B02,B03,B04,B05,B06,B07,B08,B09,R,G,B,TARGET,UNID,COD
636913.68,7973114.57,0.022169,0.10203459449991208,9.59,3.83,5.87,9.97,19.98,0.5,1375.68,9938,9416,9642,10690,14388,17207,13761,9626,5088,160,187,184,4,Fm_SJC,PP4esjc
636976.18,7973114.57,0.032157,0.27,9.95,3.84,6.22,9.9,20.07,0.5,1379.51,9535,8939,8891,9485,13497,15261,11986,9253,5076,153,151,156,4,Fm_SJC,PP4esjc
637038.68,7973114.57,0.039862,0.82,10.22,3.96,6.8,9.59,19.43,0.5,1383.39,9527,8888,8687,9133,13736,15159,11510,8734,5099,71,99,82,4,Fm_SJC,PP4esjc
637101.18,7973114.57,0.048107,1.37,10.32,4.14,7.35,8.88,17.77,0.51,1387.62,9700,9143,9141,9864,14177,15476,12181,9148,5077,99,159,151,4,Fm_SJC,PP4esjc
637163.68,7973114.57,0.07620199999999999,1.78,10.12,4.35,7.82,7.84,15.45,0.51,1392.31,10155,9659,9918,10982,12986,13522,12311,10199,5091,92,138,98,4,Fm_SJC,PP4esjc
637226.18,7973114.57,0.116053,1.92,9.71,4.63,8.23,6.51,12.65,0.51,1396.79,9846,9317,9219,9919,13215,13852,11667,9339,5084,169,219,198,4,Fm_SJC,PP4esjc
637288.68,7973114.57,0.122091,1.77,9.55,4.95,8.78,5.4,10.55,0.5,1401.4,9727,9194,8835,9383,13497,15224,11589,9318,5092,153,186,179,4,Fm_SJC,PP4esjc
637351.18,7973114.57,0.096919,1.53,9.73,5.15,9.32,4.49,9.08,0.49,1405.82,9537,8875,8492,8855,12662,15074,11132,8509,5074,62,57,65,4,Fm_SJC,PP4esjc
636538.68,7973052.07,0.01198,1.17,7.22,3.66,6.26,4.74,8.77,0.56,1359.72,9571,8850,8445,8491,12577,15328,11483,8350,5065,78,119,66,4,Fm_SJC,PP4esjc
636601.18,7973052.07,0.010225,0.59,7.28,3.46,5.79,5.79,11.01,0.54,1361.46,9441,8697,8210,8228,12215,14945,10892,7946,5078,81,157,91,4,Fm_SJC,PP4esjc
636663.68,7973052.07,0.010339,0.18,7.41,3.62,5.62,6.78,13.18,0.52,1363.62,9607,8956,8543,8856,12838,16293,12185,8690,5096,126,107,99,4,Fm_SJC,PP4esjc
636726.18,7973052.07,0.009861,0.10203459449991208,8.08,3.73,5.7,7.48,14.68,0.51,1366.14,9451,8781,8489,8677,12710,16041,11921,8510,5061,119,190,148,4,Fm_SJC,PP4esjc
636788.68,7973052.07,0.010491,0.10203459449991208,8.69,3.83,5.84,7.89,15.66,0.5,1369.3,9509,8859,8609,8909,13647,15874,11750,8606,5082,141,190,156,4,Fm_SJC,PP4esjc
636851.18,7973052.07,0.013181,0.10203459449991208,9.19,3.89,5.99,8.05,16.14,0.49,1372.62,9675,9055,9051,9601,14361,16721,12946,8802,5075,134,179,179,4,Fm_SJC,PP4esjc
636913.68,7973052.07,0.015539,0.10203459449991208,9.59,3.93,6.23,8.06,16.32,0.49,1376.47,9486,8785,8594,9011,13390,14929,11422,8385,5086,144,147,137,4,Fm_SJC,PP4esjc
636976.18,7973052.07,0.022355,0.49,9.85,3.98,6.65,7.93,16.14,0.49,1380.71,9467,8843,8575,8907,13522,14526,11041,8478,5092,99,104,119,4,Fm_SJC,PP4esjc
637038.68,7973052.07,0.034901,1.21,10.31,4.04,7.27,7.69,15.58,0.5,1385.11,9600,9012,8847,9430,14122,15600,11848,8903,5069,68,126,90,4,Fm_SJC,PP4esjc
637101.18,7973052.07,0.052194,1.88,10.6,4.14,7.91,7.13,14.22,0.51,1389.26,9994,9472,9562,10547,13231,14532,12894,9972,5080,71,151,73,4,Fm_SJC,PP4esjc
637163.68,7973052.07,0.05874400000000001,2.31,10.64,4.3,8.46,6.31,12.37,0.51,1393.77,10033,9553,9744,10707,13811,14932,12741,10052,5075,96,176,126,4,Fm_SJC,PP4esjc
637226.18,7973052.07,0.06561,2.37,10.45,4.54,8.98,5.33,10.33,0.51,1398.59,9581,8985,8467,8709,13139,13277,10356,8228,5092,169,198,188,4,Fm_SJC,PP4esjc
637288.68,7973052.07,0.058834,2.08,10.13,5.04,9.56,4.55,8.97,0.5,1403.65,9755,9239,9075,9734,13641,16275,12568,9327,5099,132,154,151,4,Fm_SJC,PP4esjc
636538.68,7972989.57,0.018372,1.16,7.97,3.35,6.65,4.36,8.2,0.54,1358.83,9483,8748,8356,8403,12764,15076,10927,8288,5086,72,169,92,4,Fm_SJC,PP4esjc
636601.18,7972989.57,0.014361,0.57,7.96,3.06,6.14,5.15,9.9,0.52,1360.77,9542,8847,8438,8617,12718,15713,11538,8533,5085,145,118,119,4,Fm_SJC,PP4esjc
636663.68,7972989.57,0.014283,0.18,8.03,3.32,6.03,5.81,11.36,0.51,1363.12,9513,8835,8424,8644,12699,16070,11977,8537,5104,112,70,83,4,Fm_SJC,PP4esjc
636726.18,7972989.57,0.01193,0.10203459449991208,8.36,3.64,6.13,6.29,12.43,0.5,1365.98,9431,8736,8262,8389,12229,15272,11434,8318,5078,129,155,119,4,Fm_SJC,PP4esjc
636788.68,7972989.57,0.008983,0.10203459449991208,8.82,3.88,6.28,6.54,13.06,0.5,1369.55,9385,8688,8309,8529,12577,15032,10891,8205,5092,144,203,141,4,Fm_SJC,PP4esjc
636851.18,7972989.57,0.010603,0.10203459449991208,9.32,4.02,6.43,6.57,13.25,0.49,1373.35,9497,8839,8566,8858,13849,15103,11145,8821,5068,119,190,134,4,Fm_SJC,PP4esjc
636913.68,7972989.57,0.00748,0.24,9.83,4.08,6.67,6.51,13.22,0.49,1377.34,9390,8708,8441,8654,13709,14650,10911,8374,5066,131,162,111,4,Fm_SJC,PP4esjc
636976.18,7972989.57,0.019624000000000003,0.89,10.12,4.17,7.14,6.41,13.01,0.5,1381.73,9453,8834,8544,8942,14111,14835,11061,8547,5087,99,147,118,4,Fm_SJC,PP4esjc
637038.68,7972989.57,0.041101,1.72,10.47,4.24,7.79,6.2,12.47,0.5,1386.59,9700,9220,9272,10278,14714,15230,12062,8864,5085,68,121,65,4,Fm_SJC,PP4esjc
637101.18,7972989.57,0.052042999999999985,2.46,10.77,4.34,8.48,5.75,11.37,0.51,1391.03,9892,9430,9709,10854,14855,15851,12768,10202,5076,62,121,65,4,Fm_SJC,PP4esjc
637163.68,7972989.57,0.051442,2.88,10.92,4.51,9.11,5.17,10.06,0.52,1395.13,9721,9157,9079,9707,14094,15036,11508,9585,5078,163,193,198,4,Fm_SJC,PP4esjc
637226.18,7972989.57,0.051885,2.77,10.68,4.83,9.69,4.49,8.72,0.51,1400.11,9749,9179,8984,9574,13616,15432,11887,9550,5074,160,186,167,4,Fm_SJC,PP4esjc
637288.68,7972989.57,0.043141000000000006,2.35,10.45,5.38,10.29,3.89,7.74,0.5,1405.49,9660,9106,8755,9217,13508,15884,12108,9195,5092,99,89,98,4,Fm_SJC,PP4esjc
636538.68,7972927.07,0.027651,1.12,8.77,3.21,7.04,3.99,7.6,0.52,1356.82,9649,8934,8666,8688,13139,16012,11706,8599,5080,109,154,99,4,Fm_SJC,PP4esjc
636601.18,7972927.07,0.017269999999999997,0.52,9.08,2.79,6.49,4.56,8.82,0.52,1359.14,9598,8873,8563,8700,12553,15945,11809,8534,5081,102,83,74,4,Fm_SJC,PP4esjc
636663.68,7972927.07,0.014152,0.22,8.72,3.24,6.48,4.98,9.76,0.51,1362.03,9453,8757,8428,8697,12915,15608,11433,8515,5084,148,157,127,4,Fm_SJC,PP4esjc
636726.18,7972927.07,0.015164,0.10203459449991208,8.71,3.75,6.64,5.27,10.44,0.5,1365.38,9409,8674,8328,8444,12987,14972,10868,8280,5079,112,165,112,4,Fm_SJC,PP4esjc
636788.68,7972927.07,0.012092,0.10203459449991208,8.93,4.13,6.82,5.41,10.83,0.5,1369.25,9363,8620,8195,8277,12341,14431,10274,8147,5083,153,201,130,4,Fm_SJC,PP4esjc
636851.18,7972927.07,0.008339,0.12,9.35,4.35,6.97,5.38,10.87,0.5,1373.56,9398,8746,8513,8754,13456,14977,11071,9001,5078,141,211,134,4,Fm_SJC,PP4esjc
636913.68,7972927.07,0.010083,0.51,9.98,4.4,7.21,5.27,10.7,0.5,1378.03,9399,8696,8644,9328,14177,14604,11405,8602,5069,129,169,118,4,Fm_SJC,PP4esjc
636976.18,7972927.07,0.027803,1.33,10.18,4.52,7.74,5.2,10.49,0.5,1382.61,9598,9041,9149,10107,14937,15507,12317,9097,5075,84,134,73,4,Fm_SJC,PP4esjc
637038.68,7972927.07,0.05660700000000001,2.25,10.41,4.6,8.4,5.05,10.05,0.51,1387.69,9856,9504,9910,11567,15701,16668,13452,10268,5078,77,151,82,4,Fm_SJC,PP4esjc
637101.18,7972927.07,0.08214500000000001,3.02,10.67,4.67,9.08,4.74,9.25,0.52,1392.44,9631,9062,9037,9713,14165,15189,11528,9582,5077,112,190,137,4,Fm_SJC,PP4esjc
637163.68,7972927.07,0.0906,3.43,10.92,4.81,9.72,4.31,8.27,0.52,1396.5,9373,8619,8247,8127,12343,12638,9773,7756,5086,105,199,134,4,Fm_SJC,PP4esjc
637226.18,7972927.07,0.06414500000000001,3.11,10.54,5.17,10.28,3.84,7.43,0.51,1401.39,9598,8955,8603,8866,12993,14545,11044,8701,5088,71,112,82,4,Fm_SJC,PP4esjc
636538.68,7972864.57,0.027176,1.15,8.68,3.64,7.55,3.68,7.08,0.51,1354.26,9413,8657,8265,8137,12830,14151,10427,8171,5101,48,97,46,4,Fm_SJC,PP4esjc
636601.18,7972864.57,0.019248,0.67,8.67,3.43,7.13,4.03,7.83,0.51,1357.27,9248,8468,7967,7724,13000,12958,9534,7940,5092,119,75,91,4,Fm_SJC,PP4esjc
636663.68,7972864.57,0.013641,0.4,8.59,3.76,7.11,4.3,8.42,0.51,1360.89,9544,8851,8397,8646,12710,15420,11596,8535,5081,122,88,83,4,Fm_SJC,PP4esjc
636726.18,7972864.57,0.010466,0.27,8.67,4.24,7.28,4.47,8.85,0.5,1364.87,9344,8629,8467,8625,14105,14903,10778,8554,5095,119,184,123,4,Fm_SJC,PP4esjc
636788.68,7972864.57,0.010006,0.28,8.77,4.68,7.48,4.52,9.04,0.5,1369.0,9359,8622,8322,8490,13213,14826,10850,8478,5089,112,174,99,4,Fm_SJC,PP4esjc
636851.18,7972864.57,0.010508,0.49,8.94,4.98,7.68,4.47,9.0,0.5,1373.56,9391,8692,8320,8638,13468,13925,10510,8848,5083,129,199,126,4,Fm_SJC,PP4esjc
636913.68,7972864.57,0.017546,1.06,9.45,5.05,7.98,4.39,8.84,0.5,1378.54,9372,8681,8700,9185,14018,14301,11314,8243,5070,129,209,134,4,Fm_SJC,PP4esjc
636976.18,7972864.57,0.040996,1.92,9.76,5.09,8.51,4.32,8.62,0.51,1383.77,9609,9088,9205,10514,15650,15699,12647,9028,5084,77,176,77,4,Fm_SJC,PP4esjc
637038.68,7972864.57,0.06780499999999999,2.78,9.93,5.09,9.13,4.21,8.26,0.52,1389.02,9676,9128,9444,10801,15059,16416,13372,9794,5092,68,206,82,4,Fm_SJC,PP4esjc
637101.18,7972864.57,0.096611,3.41,10.0,5.1,9.72,4.0,7.7,0.52,1393.83,9414,8683,8280,8404,12533,13534,10072,8742,5062,95,211,111,4,Fm_SJC,PP4esjc
637163.68,7972864.57,0.115387,3.58,10.06,5.16,10.23,3.7,7.04,0.53,1398.12,9508,8819,8416,8386,12938,13936,10383,8433,5088,71,172,98,4,Fm_SJC,PP4esjc
637226.18,7972864.57,0.091182,3.19,9.81,5.43,10.7,3.34,6.43,0.52,1402.7,9513,8849,8388,8438,12208,13917,10519,8355,5070,42,68,52,4,Fm_SJC,PP4esjc
636538.68,7972802.07,0.02115,1.23,8.09,4.34,8.06,3.42,6.66,0.51,1352.31,9115,8265,7882,6975,14496,10151,7604,7568,5089,116,124,83,4,Fm_SJC,PP4esjc
636601.18,7972802.07,0.019595,0.85,8.0,4.28,7.78,3.62,7.06,0.51,1356.14,9052,8190,7878,7011,14428,10344,7713,7548,5066,78,145,66,4,Fm_SJC,PP4esjc
636663.68,7972802.07,0.019077,0.63,8.23,4.52,7.8,3.76,7.38,0.51,1360.48,9412,8684,8206,8282,12386,14649,10907,8049,5079,48,175,66,4,Fm_SJC,PP4esjc
636726.18,7972802.07,0.018251,0.55,8.53,4.91,7.98,3.83,7.58,0.51,1365.04,9228,8422,7929,7742,12757,13006,9404,7385,5080,84,127,77,4,Fm_SJC,PP4esjc
636788.68,7972802.07,0.018345,0.63,8.64,5.34,8.21,3.84,7.65,0.5,1369.61,9091,8281,7851,7311,13795,11779,8512,7805,5073,91,202,119,4,Fm_SJC,PP4esjc
636851.18,7972802.07,0.018109,0.93,8.57,5.71,8.47,3.76,7.55,0.5,1374.41,9357,8624,8479,8367,14670,13888,10225,8969,5079,98,198,111,4,Fm_SJC,PP4esjc
636913.68,7972802.07,0.030158,1.67,9.08,5.73,8.83,3.73,7.42,0.51,1379.66,9431,8809,8809,9554,14322,14540,11622,8923,5076,81,217,111,4,Fm_SJC,PP4esjc
636976.18,7972802.07,0.054114,2.58,9.42,5.69,9.36,3.69,7.24,0.52,1385.54,9376,8721,8844,9425,14738,14143,11127,9144,5085,48,187,65,4,Fm_SJC,PP4esjc
637038.68,7972802.07,0.080289,3.37,9.47,5.61,9.94,3.62,6.97,0.53,1391.21,9696,9197,9420,10518,14437,16170,12579,9925,5085,95,242,151,4,Fm_SJC,PP4esjc
637101.18,7972802.07,0.098511,3.82,9.28,5.51,10.43,3.49,6.59,0.53,1395.72,9305,8525,7946,7813,11670,12513,9314,8119,5071,77,211,111,4,Fm_SJC,PP4esjc
637163.68,7972802.07,0.107201,3.72,9.19,5.41,10.73,3.26,6.13,0.53,1399.74,9512,8868,8462,8642,13008,14145,10536,8375,5073,77,120,98,4,Fm_SJC,PP4esjc
637226.18,7972802.07,0.08257,3.18,8.94,5.51,11.0,2.99,5.71,0.53,1403.81,9568,8978,8693,9125,12998,14790,11280,9016,5080,92,154,151,4,Fm_SJC,PP4esjc
637288.68,7972739.57,0.060234,2.36,8.39,5.62,11.34,2.52,4.95,0.52,1407.88,9638,9052,8919,9572,13193,15458,12116,9092,5073,102,138,140,4,Fm_SJC,PP4esjc
636538.68,7972739.57,0.025425,1.43,7.61,5.28,8.71,3.14,6.16,0.51,1352.65,9371,8640,8559,8413,15581,14380,10464,8455,5092,33,115,26,4,Fm_SJC,PP4esjc
636601.18,7972739.57,0.026854000000000003,1.1,7.58,5.17,8.45,3.25,6.38,0.51,1356.91,9309,8586,8556,8415,14956,14167,10589,9346,5076,31,154,53,4,Fm_SJC,PP4esjc
636663.68,7972739.57,0.025304,0.9,8.05,5.28,8.47,3.31,6.52,0.51,1361.61,9059,8224,7751,7119,13658,9931,7642,7205,5062,31,174,40,4,Fm_SJC,PP4esjc
636726.18,7972739.57,0.025509,0.88,8.65,5.54,8.65,3.33,6.58,0.51,1366.29,9060,8209,7679,6950,13863,9380,7200,7320,5064,92,123,83,4,Fm_SJC,PP4esjc
636788.68,7972739.57,0.027409,1.04,9.08,5.87,8.92,3.32,6.58,0.51,1371.13,9093,8271,7813,7225,13583,10663,7943,7526,5080,56,163,65,4,Fm_SJC,PP4esjc
636851.18,7972739.57,0.03295,1.49,9.28,6.16,9.25,3.27,6.48,0.51,1376.24,9095,8282,7786,7225,14783,10889,8073,7180,5084,48,210,98,4,Fm_SJC,PP4esjc
636913.68,7972739.57,0.049449,2.35,9.46,6.21,9.69,3.26,6.36,0.52,1382.04,9371,8634,8530,8823,14109,14342,11033,7865,5081,102,238,159,4,Fm_SJC,PP4esjc
636976.18,7972739.57,0.091721,3.29,9.58,6.15,10.21,3.24,6.22,0.53,1388.08,9851,9465,9792,11211,15452,17439,13808,10139,5088,62,169,73,4,Fm_SJC,PP4esjc
637038.68,7972739.57,0.13138,4.02,9.52,6.01,10.73,3.2,6.01,0.54,1393.88,9522,8876,8557,8918,12742,14694,11184,8386,5081,71,109,65,4,Fm_SJC,PP4esjc
637101.18,7972739.57,0.120057,4.28,9.2,5.8,11.11,3.1,5.74,0.54,1398.31,9413,8682,8257,8440,11636,14223,10765,8490,5074,112,209,156,4,Fm_SJC,PP4esjc
637163.68,7972739.57,0.095231,3.89,8.8,5.54,11.2,2.94,5.42,0.54,1401.79,9494,8842,8486,8772,12946,14752,10885,8546,5074,65,94,90,4,Fm_SJC,PP4esjc
637226.18,7972739.57,0.062848,3.15,8.42,5.41,11.23,2.73,5.14,0.54,1404.88,9531,8895,8541,8874,12930,14897,11112,8481,5059,125,203,181,4,Fm_SJC,PP4esjc
636538.68,7972677.07,0.036191,1.69,7.24,5.98,9.29,2.89,5.73,0.5,1355.24,9298,8511,8054,7865,13801,13308,9618,7921,5070,40,165,49,4,Fm_SJC,PP4esjc
636601.18,7972677.07,0.040795,1.37,7.43,5.81,9.04,2.94,5.79,0.51,1359.89,9314,8582,8217,8262,13037,14507,10464,8326,5077,109,249,165,4,Fm_SJC,PP4esjc
636663.68,7972677.07,0.042723,1.17,8.1,5.82,9.05,2.95,5.81,0.51,1364.73,9235,8458,8087,7880,14634,12795,9249,8397,5080,65,171,74,4,Fm_SJC,PP4esjc
636726.18,7972677.07,0.038774,1.18,8.95,5.96,9.23,2.93,5.79,0.51,1369.18,9142,8342,7936,7610,15006,11774,8631,8307,5067,36,185,53,4,Fm_SJC,PP4esjc
636788.68,7972677.07,0.038331,1.42,9.69,6.2,9.55,2.91,5.74,0.51,1373.83,8950,8121,7577,6915,15586,9447,6872,7220,5075,40,208,83,4,Fm_SJC,PP4esjc
636851.18,7972677.07,0.043847,1.96,10.19,6.44,9.96,2.89,5.65,0.52,1379.59,9010,8165,7744,6964,16771,10232,7421,8067,5067,51,155,52,4,Fm_SJC,PP4esjc
636913.68,7972677.07,0.049874,2.97,10.14,6.49,10.45,2.91,5.57,0.53,1385.81,9331,8636,8438,8655,14487,14249,10729,8591,5086,40,223,90,4,Fm_SJC,PP4esjc
636976.18,7972677.07,0.065491,3.98,10.08,6.46,10.95,2.92,5.45,0.54,1391.52,9828,9350,9465,10432,14780,16758,13102,9414,5087,19,121,21,4,Fm_SJC,PP4esjc
637038.68,7972677.07,0.099642,4.67,9.97,6.32,11.36,2.89,5.29,0.55,1396.78,9459,8705,8250,8304,12410,13175,10023,8261,5077,134,209,159,4,Fm_SJC,PP4esjc
637101.18,7972677.07,0.130661,4.71914999999999,9.54,6.02,11.57,2.83,5.11,0.55,1400.85,9496,8812,8441,8631,12376,14414,10769,8338,5073,81,99,90,4,Fm_SJC,PP4esjc
637163.68,7972677.07,0.105922,4.07,8.85,5.63,11.53,2.69,4.86,0.55,1403.92,9650,9011,8757,9176,13405,14991,11477,9083,5096,119,125,118,4,Fm_SJC,PP4esjc
637226.18,7972677.07,0.068332,3.1,8.26,5.3,11.4,2.54,4.68,0.55,1406.24,9524,8832,8546,8963,12902,14232,11222,8563,5077,144,169,172,4,Fm_SJC,PP4esjc
637288.68,7972677.07,0.046511,2.21,8.16,5.25,11.37,2.38,4.59,0.53,1407.81,9613,8977,8668,9403,12662,14989,11748,8573,5065,112,125,133,4,Fm_SJC,PP4esjc
636913.68,7972614.57,0.05208,3.5,10.49,6.53,10.97,2.66,4.98,0.54,1390.11,9347,8574,8109,8030,12516,12598,9466,8027,5082,40,219,65,4,Fm_SJC,PP4esjc
637163.68,7972614.57,0.049269,4.08,9.24,5.75,11.68,2.5,4.42,0.56,1405.64,9672,9142,8998,9542,14112,16243,12239,8908,5080,95,112,118,4,Fm_SJC,PP4esjc
636538.68,7972614.57,0.044556,1.96,7.58,6.17,9.75,2.68,5.34,0.5,1360.99,9633,8933,8808,9280,12826,14762,11164,8402,5080,85,168,99,4,Fm_SJC,PP4esjc
636663.68,7972614.57,0.058553,1.43,8.36,6.03,9.46,2.68,5.26,0.51,1369.69,9415,8712,8413,8555,13968,14684,10744,8349,5099,102,168,99,4,Fm_SJC,PP4esjc
636726.18,7972614.57,0.061751,1.45,9.28,6.1,9.64,2.65,5.2,0.51,1373.79,9432,8811,8677,9119,15340,15032,11270,8322,5098,84,230,98,4,Fm_SJC,PP4esjc
636788.68,7972614.57,0.063412,1.76,10.08,6.25,9.99,2.63,5.14,0.52,1377.96,9281,8582,8608,8713,15972,14267,10348,8177,5091,115,218,111,4,Fm_SJC,PP4esjc
636851.18,7972614.57,0.05803,2.45,10.49,6.41,10.44,2.63,5.06,0.53,1383.76,9627,8902,9083,9979,15793,15279,12386,9327,5106,36,214,46,4,Fm_SJC,PP4esjc
636976.18,7972614.57,0.04482,4.53,10.49,6.6,11.47,2.68,4.88,0.55,1395.57,9366,8639,8190,8113,12520,13099,9762,8309,5071,68,121,45,4,Fm_SJC,PP4esjc
637038.68,7972614.57,0.048229,4.71914999999999,10.53,6.52,11.84,2.66,4.74,0.56,1399.84,9457,8706,8314,8462,11783,14223,10704,8384,5074,134,147,141,4,Fm_SJC,PP4esjc
637101.18,7972614.57,0.052943,4.71914999999999,10.02,6.18,11.85,2.6,4.58,0.56,1403.18,9443,8733,8315,8412,12585,13969,10351,8065,5063,71,126,118,4,Fm_SJC,PP4esjc
637226.18,7972614.57,0.049668,3.06,8.6,5.41,11.45,2.39,4.32,0.55,1407.31,9438,8752,8442,8823,12677,15190,11420,8554,5080,199,222,215,4,Fm_SJC,PP4esjc
637288.68,7972614.57,0.04496,2.23,8.58,5.39,11.3,2.27,4.33,0.54,1407.92,9518,8860,8462,8802,12190,14552,10996,8603,5064,196,209,204,4,Fm_SJC,PP4esjc
636601.18,7972614.57,0.051695000000000005,1.64,7.67,6.05,9.47,2.69,5.31,0.51,1365.22,9510,8786,8326,8523,12439,14816,10851,8311,5081,65,175,83,4,Fm_SJC,PP4esjc
636976.18,7972552.07,0.034283,4.71914999999999,10.47,6.53,11.65,2.5,4.44,0.56,1399.35,9450,8755,8285,8404,12314,13752,10310,8434,5076,53,69,65,4,Fm_SJC,PP4esjc
636476.18,7972552.07,0.047295,2.6,9.0,6.06,10.51,2.51,5.14,0.49,1365.9,9510,8768,8269,8479,11457,14371,10864,8343,5074,99,145,112,4,Fm_SJC,PP4esjc
636538.68,7972552.07,0.047623,2.23,8.13,5.97,10.03,2.5,5.01,0.5,1369.04,9726,9063,9078,9981,13237,14526,11368,9904,5074,102,154,119,4,Fm_SJC,PP4esjc
636601.18,7972552.07,0.053180999999999985,1.86,8.08,5.92,9.73,2.49,4.91,0.51,1372.39,9539,8836,8390,8597,12492,15302,11302,8465,5090,112,145,127,4,Fm_SJC,PP4esjc
636663.68,7972552.07,0.060407,1.63,8.73,5.91,9.66,2.47,4.83,0.52,1375.93,9497,8863,8579,8826,14615,15049,11027,8179,5080,141,150,149,4,Fm_SJC,PP4esjc
636726.18,7972552.07,0.06888,1.64,9.66,5.93,9.82,2.44,4.76,0.52,1379.36,9474,8859,8918,9670,14746,16654,12373,8963,5081,102,250,168,4,Fm_SJC,PP4esjc
636788.68,7972552.07,0.08735,1.97,10.36,6.05,10.18,2.44,4.71,0.52,1383.1,9706,9179,9234,10354,15612,16962,13099,9279,5095,112,219,99,4,Fm_SJC,PP4esjc
636851.18,7972552.07,0.075311,2.71,10.54,6.15,10.6,2.45,4.62,0.53,1388.59,9396,8642,8341,8634,13566,13342,10283,8445,5076,81,221,111,4,Fm_SJC,PP4esjc
636913.68,7972552.07,0.050706,3.75,10.44,6.33,11.13,2.48,4.53,0.55,1394.45,9457,8755,8285,8362,12120,13025,9927,8411,5077,77,195,111,4,Fm_SJC,PP4esjc
637038.68,7972552.07,0.019336,4.71914999999999,10.9,6.56,12.07,2.49,4.32,0.57,1402.72,9459,8709,8265,8364,11855,13155,10053,8519,5074,51,89,73,4,Fm_SJC,PP4esjc
637101.18,7972552.07,0.032462,4.71914999999999,10.39,6.23,11.93,2.43,4.2,0.57,1405.15,9390,8615,8153,8260,12106,12405,9903,8265,5076,99,130,126,4,Fm_SJC,PP4esjc
637163.68,7972552.07,0.04567,3.93,9.7,5.82,11.66,2.36,4.09,0.57,1406.79,9521,8879,8497,8934,12944,14409,10925,9311,5076,62,112,82,4,Fm_SJC,PP4esjc
637226.18,7972552.07,0.064474,2.92,9.1,5.52,11.37,2.28,4.05,0.56,1407.5,9356,8677,8294,8548,12332,14827,11148,8392,5085,169,196,192,4,Fm_SJC,PP4esjc
637288.68,7972552.07,0.07108400000000001,2.17,9.01,5.51,11.15,2.2,4.11,0.55,1407.04,9484,8795,8469,8829,12193,15238,11455,8465,5089,109,111,98,4,Fm_SJC,PP4esjc
637038.68,7972489.57,0.032639999999999995,4.71914999999999,10.17,6.19,11.66,2.36,4.03,0.57,1405.19,9474,8715,8255,8240,11762,12771,9951,8161,5075,71,104,98,4,Fm_SJC,PP4esjc
636476.18,7972489.57,0.049331,2.87,9.6,5.53,10.63,2.39,4.91,0.49,1376.07,9491,8769,8328,8589,12031,14604,10858,8235,5086,109,179,142,4,Fm_SJC,PP4esjc
636538.68,7972489.57,0.048936,2.43,8.67,5.56,10.13,2.36,4.73,0.5,1378.24,9695,8989,8877,9671,12682,14748,11674,9435,5103,135,165,180,4,Fm_SJC,PP4esjc
636601.18,7972489.57,0.050537,2.01,8.49,5.58,9.78,2.34,4.59,0.51,1380.41,9605,8895,8681,9201,12743,15346,11988,8758,5079,141,168,173,4,Fm_SJC,PP4esjc
636663.68,7972489.57,0.054088,1.74,9.06,5.56,9.64,2.31,4.48,0.52,1382.64,9480,8779,8409,8884,13223,15138,11318,8105,5074,119,141,119,4,Fm_SJC,PP4esjc
636726.18,7972489.57,0.058333,1.74,9.95,5.52,9.72,2.29,4.4,0.52,1385.27,9317,8564,8140,8117,13019,14201,10335,8043,5078,109,250,180,4,Fm_SJC,PP4esjc
636788.68,7972489.57,0.062004,2.06,10.35,5.58,9.99,2.3,4.34,0.53,1388.79,9497,8820,8531,8861,14699,14577,10747,7910,5068,141,240,151,4,Fm_SJC,PP4esjc
636851.18,7972489.57,0.056520000000000015,2.72,10.29,5.68,10.39,2.32,4.27,0.54,1393.68,9463,8738,8281,8449,12886,14255,10404,8250,5075,118,218,141,4,Fm_SJC,PP4esjc
636913.68,7972489.57,0.039361,3.62,9.93,5.86,10.87,2.35,4.2,0.55,1398.6,9366,8640,8110,8142,11440,13231,10005,8154,5085,68,94,82,4,Fm_SJC,PP4esjc
636976.18,7972489.57,0.039216,4.53,9.64,6.13,11.32,2.37,4.12,0.57,1402.53,9412,8675,8214,8269,11913,13525,10144,8176,5066,77,86,90,4,Fm_SJC,PP4esjc
637101.18,7972489.57,0.041912,4.41,10.23,6.02,11.66,2.32,3.93,0.58,1406.74,9757,9058,8912,9348,12359,12975,10477,8447,5073,65,69,65,4,Fm_SJC,PP4esjc
637163.68,7972489.57,0.045258,3.56,9.97,5.76,11.49,2.26,3.86,0.57,1407.44,9394,8701,8404,8667,12694,14681,10769,8429,5065,84,142,111,4,Fm_SJC,PP4esjc
637226.18,7972489.57,0.048332,2.66,9.63,5.55,11.28,2.2,3.86,0.57,1407.1,9430,8746,8417,8742,12166,14954,11243,8292,5071,84,129,90,4,Fm_SJC,PP4esjc
637288.68,7972489.57,0.049371,2.12,9.58,5.58,11.12,2.15,3.96,0.55,1405.54,9406,8689,8309,8576,11987,15074,11112,8434,5067,95,85,90,4,Fm_SJC,PP4esjc
636413.68,7972427.07,0.054777,3.46,11.48,5.03,11.26,2.33,5.02,0.47,1383.53,9624,8978,8621,9028,12626,16002,11692,8719,5085,119,180,158,4,Fm_SJC,PP4esjc
636476.18,7972427.07,0.050186,3.08,9.98,5.03,10.66,2.28,4.72,0.49,1385.86,9501,8809,8404,8637,12900,14452,10696,8340,5074,144,199,184,4,Fm_SJC,PP4esjc
